Fecha,Partida,Descripcion,Pais,Region,Unidad,Cantidad,FOB
20211201,7213.91.30,"Iron/nonalloy steel, nesoi, hot-rolled bars & rods in irregularly wound coils, w/cir. x-sect. diam. <14mm, n/tempered/treated/partly mfd",Algeria,Oriente Medio y Norte de Africa,kilograms,0,0
20211201,7204.29.00,Alloy steel (o/than stainless) waste and scrap,Anguilla,Gran Caribe,metric tons,10,"2,838"
20211201,7213.91.30,"Iron/nonalloy steel, nesoi, hot-rolled bars & rods in irregularly wound coils, w/cir. x-sect. diam. <14mm, n/tempered/treated/partly mfd",Argentina,America Latina,kilograms,0,0
20211201,7312.10.05,"Stainless steel, stranded wire, not elect. insulated, fitted with fittings or made up into articles",Argentina,America Latina,kilograms,0,0
20211201,7312.10.90,"Iron/steel (o/stainless), ropes, cables & cordage, o/th of brass plate wire (o/than stranded wire), n/elect. insul., w/o fittings etc.",Argentina,America Latina,kilograms,0,0
20211201,7321.11.60,"Iron or steel, nonportable non-electric domestic cook. appl. (o/th stoves or ranges) & plate warmers, for gas fuel or both gas & other fuels",Argentina,America Latina,number,0,0
20211201,7321.19.00,"Iron or steel, non-electric domestic cooking appliances and plate warmers, o/than for gas or liquid fuels",Argentina,America Latina,number,0,0
20211201,7321.90.50,"Iron/steel, parts of nonportable non-electric domestic stoves or ranges, nesoi, for gas fuel or for both gas and other fuels",Argentina,America Latina,number,0,0
20211201,7309.00.00,"Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal",Australia,Asia oriental y el Pacifico,number,1,"29,444"
20211201,7326.20.00,"Iron or steel, articles of wire, nesoi",Austria,Europa y Asia central,number,"1,608,200","74,340"
20211201,7326.90.86,"Iron or steel, articles, nesoi",Austria,Europa y Asia central,kilograms,0,0
20211201,7323.93.00,"Stainless steel, table, kitchen or o/household arts. amd parts thereof",Bangladesh,Asia meridional,number,0,0
20211201,7326.20.00,"Iron or steel, articles of wire, nesoi",Bangladesh,Asia meridional,number,0,0
20211201,7210.49.00,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",Belgium,Europa y Asia central,kilograms,0,0
20211201,7210.70.60,"Iron/nonalloy steel, width 600mm+, flat-rolled products, painted/varnished or coated w/plastic, nesoi",Belgium,Europa y Asia central,kilograms,0,0
20211201,7212.40.10,"Iron/nonalloy steel, width less th/300mm, flat-rolled products, painted, varnished or coated w/plastic",Belgium,Europa y Asia central,kilograms,0,0
20211201,7302.90.90,"Railway or tramway track construction material and other materials specialized for joing or fixing rails, of iron or steel, nesoi",Belgium,Europa y Asia central,kilograms,0,0
20211201,7307.21.10,"Stainless steel, flanges for tubes/pipes, forged, not machined, not tooled and not otherwise processed after forging",Belgium,Europa y Asia central,kilograms,0,0
20211201,7318.15.80,"Iron or steel, screws and bolts, nesoi, having shanks or threads 6 mm or more in diameter",Belgium,Europa y Asia central,kilograms,0,0
20211201,7326.90.86,"Iron or steel, articles, nesoi",Belgium,Europa y Asia central,kilograms,0,0
20211201,7204.29.00,Alloy steel (o/than stainless) waste and scrap,Br  Virgin Is,Gran Caribe,metric tons,0,0
20211201,7210.49.00,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",Brazil,America Latina,kilograms,0,0
20211201,7210.50.00,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with chromium oxides or with chromium and chromium oxides",Brazil,America Latina,kilograms,0,0
20211201,7210.70.60,"Iron/nonalloy steel, width 600mm+, flat-rolled products, painted/varnished or coated w/plastic, nesoi",Brazil,America Latina,kilograms,0,0
20211201,7217.10.50,"Iron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter of 1.5 mm or more",Brazil,America Latina,kilograms,0,0
20211201,7217.10.80,"Iron/nonalloy steel, round wire, w/0.25% or more carbon, not plated or coated",Brazil,America Latina,kilograms,0,0
20211201,7217.10.90,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, not plated or coated",Brazil,America Latina,kilograms,0,0
20211201,7217.20.30,"Iron/nonalloy steel, round wire, <0.25% carbon, plated or coated with zinc, w/diameter of 1.5 mm or more",Brazil,America Latina,kilograms,0,0
20211201,7217.20.45,"Iron/nonalloy steel, round wire, w/0.25% or more carbon and/or <1.5mm diam, plated or coated with zinc",Brazil,America Latina,kilograms,0,0
20211201,7308.20.00,"Iron or steel, towers and lattice masts",Brazil,America Latina,kilograms,0,0
20211201,7321.11.10,"Iron or steel, portable non-electric domestic cooking appliances and plate warmers, for gas fuel or for both gas and other fuels",Brazil,America Latina,number,0,0
20211201,7321.11.30,"Iron or steel, nonportable non-electric domestic stoves or ranges, for gas fuel or for both gas and other fuels",Brazil,America Latina,number,0,0
20211201,7321.11.60,"Iron or steel, nonportable non-electric domestic cook. appl. (o/th stoves or ranges) & plate warmers, for gas fuel or both gas & other fuels",Brazil,America Latina,number,0,0
20211201,7321.19.00,"Iron or steel, non-electric domestic cooking appliances and plate warmers, o/than for gas or liquid fuels",Brazil,America Latina,number,0,0
20211201,7321.90.50,"Iron/steel, parts of nonportable non-electric domestic stoves or ranges, nesoi, for gas fuel or for both gas and other fuels",Brazil,America Latina,number,0,0
20211201,7323.93.00,"Stainless steel, table, kitchen or o/household arts. amd parts thereof",Brazil,America Latina,number,0,0
20211201,7324.10.00,"Stainless steel, sinks and wash basins",Brazil,America Latina,number,0,0
20211201,7324.90.00,"Iron or steel, sanitary ware (o/than baths or stainless steel sinks and wash basins) and parts thereof",Brazil,America Latina,number,0,0
20211201,7326.20.00,"Iron or steel, articles of wire, nesoi",Brazil,America Latina,number,0,0
20211201,7326.90.45,"Iron or steel, horse and mule shoes",Brazil,America Latina,kilograms,0,0
20211201,7326.90.86,"Iron or steel, articles, nesoi",Brazil,America Latina,kilograms,821,"6,998"
20211201,7324.90.00,"Iron or steel, sanitary ware (o/than baths or stainless steel sinks and wash basins) and parts thereof",Burma,Asia oriental y el Pacifico,number,0,0
20211201,7216.91.00,"Iron/nonalloy steel, angle, shapes & sections nesoi,cold-formed/cold-finished from flat-rolled prod. & furth wkd th/cold-formed/cold-finish",Canada,America del Norte,kilograms,0,0
20211201,7308.30.10,"Stainless steel, doors, windows and their frames, and thresholds for doors",Canada,America del Norte,kilograms,"6,362","73,745"
20211201,7308.30.50,"Iron or steel (o/than stainless), doors, windows and their frames, and thresholds for doors",Canada,America del Norte,kilograms,0,0
20211201,7308.40.00,"Iron or steel, props and similar equipment for scaffolding, shuttering or pit-propping",Canada,America del Norte,kilograms,0,0
20211201,7308.90.70,"Steel, grating for structures or parts of structures",Canada,America del Norte,kilograms,0,0
20211201,7308.90.95,"Iron or steel, structures (excluding prefab structures of 9406) and parts of structures, nesoi",Canada,America del Norte,kilograms,0,0
20211201,7309.00.00,"Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal",Canada,America del Norte,number,0,0
20211201,7316.00.00,"Iron or steel, anchors, grapnels and parts thereof",Canada,America del Norte,number,0,0
20211201,7318.15.20,"Iron or steel, bolts and bolts & their nuts or washers, imported in the same shipment",Canada,America del Norte,kilograms,0,0
20211201,7318.15.80,"Iron or steel, screws and bolts, nesoi, having shanks or threads 6 mm or more in diameter",Canada,America del Norte,kilograms,0,0
20211201,7325.10.00,"Nonmalleable cast iron, articles, nesoi",Canada,America del Norte,kilograms,0,0
20211201,7326.20.00,"Iron or steel, articles of wire, nesoi",Canada,America del Norte,number,931,"29,779"
20211201,7326.90.86,"Iron or steel, articles, nesoi",Canada,America del Norte,kilograms,0,0
20211201,7310.10.00,"Iron/steel, tanks, casks, drums, cans, boxes & siml. cont. for any material (o/than compress./liq.gas), w/cap. of 50+ l but n/o 300 l",Chile,America Latina,number,0,0
20211201,7312.10.90,"Iron/steel (o/stainless), ropes, cables & cordage, o/th of brass plate wire (o/than stranded wire), n/elect. insul., w/o fittings etc.",Chile,America Latina,kilograms,0,0
20211201,7314.20.00,"Iron/steel, grill, netting & fencing, of wire w/maximum x-sect. dimension 3 mm or more, welded at intersection, w/mesh size 100 cm2 or more",Chile,America Latina,kilograms,0,0
20211201,7210.11.00,#N/A,China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7210.70.60,"Iron/nonalloy steel, width 600mm+, flat-rolled products, painted/varnished or coated w/plastic, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7216.99.00,"Iron/nonalloy steel, angles, shapes & sections nesoi,further wkd. than cold-formed or cold-finished and not from flat-rolled products",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.10.40,"Iron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter less than 1.5 mm",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.10.50,"Iron/nonalloy steel, round wire, <0.25% carbon, not plated or coated, w/diameter of 1.5 mm or more",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.10.80,"Iron/nonalloy steel, round wire, w/0.25% or more carbon, not plated or coated",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.10.90,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, not plated or coated",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.20.30,"Iron/nonalloy steel, round wire, <0.25% carbon, plated or coated with zinc, w/diameter of 1.5 mm or more",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7217.20.45,"Iron/nonalloy steel, round wire, w/0.25% or more carbon and/or <1.5mm diam, plated or coated with zinc",China,Asia oriental y el Pacifico,kilograms,"33,329","52,412"
20211201,7217.20.75,"Iron/nonalloy steel, wire (other than flat or round), w/0.25% or more of carbon, plated or coated with zinc",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7219.14.00,#N/A,China,Asia oriental y el Pacifico,kilograms,579,"3,300"
20211201,7220.20.70,"Stainless steel, width less th/300mm, cold-rolled flat-rolled products, w/ thickness of 0.25 mm but n/o 1.25 mm",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7222.30.00,#N/A,China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7301.20.50,"Alloy steel, angles, shapes and sections of alloy steel, welded",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7304.39.00,"Iron (o/than cast) or nonalloy steel, seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow prof., w/circular cross sect., nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7304.49.00,"Stainless steel, seamless, not cold-drawn/cold-rolled, tubes, pipes and hollow profiles, w/circular cross section",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7306.30.10,"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, tubes, pipes, hollow profiles, w/wall thick. less than 1.65 mm",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7306.30.50,"Iron or nonalloy steel, welded, w/circ. x-sect & ext. diam. 406.4mm or less, pipes, tubes & holl. prof., w/wall thick. of 1.65 mm or more",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7306.61.30,"Alloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.11.00,"Cast nonmalleable iron, fittings for tubes or pipes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.19.30,"Cast ductile iron or steel, fittings for tubes or pipes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.21.50,#N/A,China,Asia oriental y el Pacifico,kilograms,560,"9,475"
20211201,7307.22.10,"Stainless steel, not cast, threaded sleeves (couplings) for tubes/pipes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.29.00,"Stainless steel, not cast, fittings for tubes/pipes, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.92.30,"Iron or steel (o/than stainless), not cast, threaded sleeves (couplings) for tubes/pipes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.92.90,"Iron or steel (o/than stainless), not cast, threaded elbow and bends for tubes/pipes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.99.30,"Alloy steel (o/than stainless), fittings for tubes/pipes, nesoi, forged, not machined/tooled and not otherwise processed after forging",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7307.99.50,"Iron/steel (o/than stainless), n/cast, fittings for tubes/pipes, nesoi, not forged or forged and machined, tooled & processed after forging",China,Asia oriental y el Pacifico,kilograms,371,"4,824"
20211201,7308.30.10,"Stainless steel, doors, windows and their frames, and thresholds for doors",China,Asia oriental y el Pacifico,kilograms,"13,489","39,386"
20211201,7308.30.50,"Iron or steel (o/than stainless), doors, windows and their frames, and thresholds for doors",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7308.40.00,"Iron or steel, props and similar equipment for scaffolding, shuttering or pit-propping",China,Asia oriental y el Pacifico,kilograms,"11,168","40,444"
20211201,7308.90.60,"Iron or steel, columns, pillars, posts, beams and girders, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7308.90.95,"Iron or steel, structures (excluding prefab structures of 9406) and parts of structures, nesoi",China,Asia oriental y el Pacifico,kilograms,"62,608","102,847"
20211201,7309.00.00,"Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal",China,Asia oriental y el Pacifico,number,0,0
20211201,7310.10.00,"Iron/steel, tanks, casks, drums, cans, boxes & siml. cont. for any material (o/than compress./liq.gas), w/cap. of 50+ l but n/o 300 l",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7310.21.00,"Iron/steel, cans for any material (o/compressed/liq. gas), closed by soldering or crimping, w/cap. less than 50 l",China,Asia oriental y el Pacifico,number,"591,761","159,714"
20211201,7310.29.00,"Iron/steel, cans for any material (o/compressed/liq. gas), n/closed by soldering or crimping, w/cap. less than 50 l",China,Asia oriental y el Pacifico,number,0,0
20211201,7311.00.00,"Iron/steel, containers for compressed or liquefied gas",China,Asia oriental y el Pacifico,number,0,0
20211201,7312.10.10,"Stainless steel, stranded wire, not elect. insulated, not fitted with fittings or made up into articles",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7312.10.20,"Iron or steel (o/than stainless), stranded wire, not elect. insul., fitted with fittings or made up into articles",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7312.10.30,"Iron or steel (o/than stainless), stranded wire, not elect. insul., not fitted with fittings or made up into articles",China,Asia oriental y el Pacifico,kilograms,"1,779","5,889"
20211201,7312.10.60,"Stainless steel, ropes, cables and cordage (o/than stranded wire), not elect. insul., not fitted with fittings or made up into articles",China,Asia oriental y el Pacifico,kilograms,448,"2,729"
20211201,7312.10.70,"Iron/steel (o/stainless), ropes, cables & cordage (o/than stranded wire), n/elect. insul., fitted with fittings or made up into articles",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7312.10.80,"Iron/steel (o/stainless), ropes, cables & cordage, of brass plated wire (o/than stranded wire), n/elect. insul., w/o fittings or arts.",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7312.10.90,"Iron/steel (o/stainless), ropes, cables & cordage, o/th of brass plate wire (o/than stranded wire), n/elect. insul., w/o fittings etc.",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7312.90.00,"Iron/steel (o/stainless), plaited bands, slings and the like, not electrically insulated",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7313.00.00,"Iron/steel, barbed wire; iron/steel, twisted hoop or single flat wire and loosely twisted double wire, of a kind used for fencing",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7314.19.01,"Iron or steel (o/than stainless), woven cloth",China,Asia oriental y el Pacifico,square meters,0,0
20211201,7314.20.00,"Iron/steel, grill, netting & fencing, of wire w/maximum x-sect. dimension 3 mm or more, welded at intersection, w/mesh size 100 cm2 or more",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7314.31.10,"Iron/steel, fencing, of wire, welded at the intersection, plated or coated with zinc, whether or not covered w/plastic material",China,Asia oriental y el Pacifico,kilograms,"139,688","219,319"
20211201,7314.31.50,"Iron/steel, grill and netting, of wire, welded at the intersection, plated or coated with zinc, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7314.39.00,"Iron/steel, grill, netting and fencing, of wire, welded at the intersection, not plated or coated with zinc",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7314.41.00,"Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, plated or coated with zinc",China,Asia oriental y el Pacifico,kilograms,"2,704","10,790"
20211201,7314.42.00,"Iron/steel, grill, netting and fencing, of wire, not welded at the intersection, coated with plastics",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7314.50.00,"Iron or steel, expanded metal",China,Asia oriental y el Pacifico,square meters,0,0
20211201,7315.11.00,"Iron or steel, roller chain",China,Asia oriental y el Pacifico,kilograms,134,"2,170"
20211201,7315.12.00,"Iron or steel, articulated link chain (other than roller chain)",China,Asia oriental y el Pacifico,kilograms,"1,856","7,490"
20211201,7315.19.00,"Iron or steel, parts of articulated link chain",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.81.00,"Iron or steel, stud link chain",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.82.10,"Alloy steel, welded link chain, not over 10 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.82.30,"Alloy steel, welded link chain, over 10 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.82.50,"Iron or nonalloy steel, welded link chain, not over 10 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.89.30,"Iron or steel, chain nesoi, with links of essentially round cross sections, over 8 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7315.90.00,"Iron or steel, parts of chain (other than articulated link chain)",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7316.00.00,"Iron or steel, anchors, grapnels and parts thereof",China,Asia oriental y el Pacifico,number,0,0
20211201,7317.00.10,"Iron or steel, thumb tacks",China,Asia oriental y el Pacifico,kilograms,576,"2,132"
20211201,7317.00.20,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., not threaded, suitable for use in powder-actuated hand tools",China,Asia oriental y el Pacifico,kilograms,"9,536","19,058"
20211201,7317.00.55,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of one piece construction, made of round wire, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7317.00.65,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of one piece construction, not made of round wire, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7317.00.75,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., of two or more pieces, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.12.00,"Iron or steel, wood screws (o/than coach screws)",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.13.00,"Iron or steel, screw hooks and screw rings",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.14.10,"Iron or steel, self-tapping screws, w/shanks or threads less than 6 mm in diameter",China,Asia oriental y el Pacifico,kilograms,"14,685","37,761"
20211201,7318.14.50,"Iron or steel, self-tapping screws, w/shanks or threads 6 mm or more in diameter",China,Asia oriental y el Pacifico,kilograms,"17,929","54,458"
20211201,7318.15.20,"Iron or steel, bolts and bolts & their nuts or washers, imported in the same shipment",China,Asia oriental y el Pacifico,kilograms,"34,380","156,059"
20211201,7318.15.40,"Iron or steel, machine screws (o/than cap screws), 9.5 mm or more in length and 3.2 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.15.50,"Iron or steel, threaded studs",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.15.60,"Iron or steel, screws and bolts, nesoi, having shanks or threads less than 6 mm in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.15.80,"Iron or steel, screws and bolts, nesoi, having shanks or threads 6 mm or more in diameter",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.16.00,"Iron or steel, nuts",China,Asia oriental y el Pacifico,kilograms,"7,559","11,157"
20211201,7318.19.00,"Iron or steel, threaded articles similar to screws, bolts, nuts, coach screws & screw hooks, nesoi",China,Asia oriental y el Pacifico,kilograms,"2,101","14,462"
20211201,7318.21.00,"Iron or steel, spring washers and other lock washers",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.22.00,"Iron or steel, washers (o/than spring washers and other lock washers)",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7318.29.00,"Iron or steel, nonthreaded articles similar to rivets, cotters, cotter pins, washers and spring washers",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7319.40.20,"Iron or steel, safety pins",China,Asia oriental y el Pacifico,gross,0,0
20211201,7319.90.10,"Iron or steel, sewing, darning or embroidery needles",China,Asia oriental y el Pacifico,thousand units,0,0
20211201,7320.20.10,"Iron or steel, helical springs, suitable for motor-vehicle suspension",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7320.20.50,"Iron or steel, helical springs (o/than suitable for motor-vehicle suspension)",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7320.90.50,"Iron or steel, springs (o/than leaf springs, helical springs or hairsprings)",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7321.11.10,"Iron or steel, portable non-electric domestic cooking appliances and plate warmers, for gas fuel or for both gas and other fuels",China,Asia oriental y el Pacifico,number,875,"16,276"
20211201,7321.11.30,"Iron or steel, nonportable non-electric domestic stoves or ranges, for gas fuel or for both gas and other fuels",China,Asia oriental y el Pacifico,number,"1,763","207,315"
20211201,7321.11.60,"Iron or steel, nonportable non-electric domestic cook. appl. (o/th stoves or ranges) & plate warmers, for gas fuel or both gas & other fuels",China,Asia oriental y el Pacifico,number,206,"13,694"
20211201,7321.19.00,"Iron or steel, non-electric domestic cooking appliances and plate warmers, o/than for gas or liquid fuels",China,Asia oriental y el Pacifico,number,0,0
20211201,7321.81.10,#N/A,China,Asia oriental y el Pacifico,number,"1,296","2,773"
20211201,7321.81.50,"Iron or steel, nonportable non-electric domestic grates & warming appl. (o/than cooking/plate warmers), for gas fuel/both gas & other fuels",China,Asia oriental y el Pacifico,number,17,"8,144"
20211201,7321.90.20,"Iron/steel, top surface panels w/ or w/o burners/controls for nonportable non-elect. domest. stoves or ranges, for gas or gas & other fuels",China,Asia oriental y el Pacifico,number,0,0
20211201,7321.90.50,"Iron/steel, parts of nonportable non-electric domestic stoves or ranges, nesoi, for gas fuel or for both gas and other fuels",China,Asia oriental y el Pacifico,number,"1,525","8,243"
20211201,7321.90.60,"Iron/steel, parts, of nonelectric domestic cooking and warming appliances, nesoi",China,Asia oriental y el Pacifico,number,0,0
20211201,7323.10.00,"Iron or steel wool; iron or steel pot scourers and scouring or polishing pads, gloves and the like",China,Asia oriental y el Pacifico,kilograms,"1,799","6,186"
20211201,7323.91.50,"Cast iron, table, kitchen or o/household arts. and parts thereof, not enameled & not coated or plated with precious metals",China,Asia oriental y el Pacifico,number,0,0
20211201,7323.92.00,"Cast iron, table, kitchen or o/household arts. and parts thereof, enameled",China,Asia oriental y el Pacifico,number,0,0
20211201,7323.93.00,"Stainless steel, table, kitchen or o/household arts. amd parts thereof",China,Asia oriental y el Pacifico,number,"93,193","194,829"
20211201,7323.94.00,"Iron (o/than cast) or steel (o/than stainless), table, kitchen or o/household arts. and parts thereof, enameled",China,Asia oriental y el Pacifico,number,"93,430","55,519"
20211201,7323.99.10,"Iron (o/th cast) or steel (o/th stainless), table, kitchen or o/household arts. & parts thereof, not enameled but plated/coat. w/silver",China,Asia oriental y el Pacifico,number,0,0
20211201,7323.99.50,#N/A,China,Asia oriental y el Pacifico,number,"18,755","21,193"
20211201,7323.99.70,"Iron (o/th cast) or steel (o/than tinplate or stainless), cookingware, not coated or plated with precious metal",China,Asia oriental y el Pacifico,number,0,0
20211201,7323.99.90,"Iron (o/th cast)/steel (o/th tinplate or stainless), table, kitchen (o/th cooking.) or o/household arts & part, n/coated/plated w/prec.metal",China,Asia oriental y el Pacifico,number,"28,651","58,303"
20211201,7324.10.00,"Stainless steel, sinks and wash basins",China,Asia oriental y el Pacifico,number,355,"42,767"
20211201,7324.29.00,"Iron (o/than cast) or steel, baths (whether or not enameled)",China,Asia oriental y el Pacifico,number,0,0
20211201,7324.90.00,"Iron or steel, sanitary ware (o/than baths or stainless steel sinks and wash basins) and parts thereof",China,Asia oriental y el Pacifico,number,"6,978","27,858"
20211201,7325.99.50,"Steel, cast articles nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7326.11.00,"Iron or steel, forged or stamped grinding balls and similar articles for mills",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7326.19.00,"Iron or steel, articles forged or stamped but n/further worked, nesoi",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7326.20.00,"Iron or steel, articles of wire, nesoi",China,Asia oriental y el Pacifico,number,"7,006","25,306"
20211201,7326.90.10,"Tinplate, articles nesoi",China,Asia oriental y el Pacifico,number,"20,995","23,724"
20211201,7326.90.45,"Iron or steel, horse and mule shoes",China,Asia oriental y el Pacifico,kilograms,0,0
20211201,7326.90.86,"Iron or steel, articles, nesoi",China,Asia oriental y el Pacifico,kilograms,"55,778","192,722"
20211201,7210.49.00,"Iron/nonalloy steel, width 600mm+, flat-rolled products, plated or coated with zinc (other than electrolytically), not corrugated",Colombia,America Latina,kilograms,0,0
20211201,7219.32.00,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness of 3 mm or more but less than 4.75 mm",Colombia,America Latina,kilograms,0,0
20211201,7219.33.00,"Stainless steel, width 600mm+, cold-rolled flat-rolled products, w/thickness o/1 mm but less than 3 mm",Colombia,America Latina,kilograms,0,0
20211201,7229.90.50,"Alloy steel (o/than hi-speed/silico-mang.), round wire",Colombia,America Latina,kilograms,0,0
20211201,7306.61.10,"Iron or nonalloy steel, welded, w/square or rectangular x-sect, tubes, pipes and hollow profiles, w/wall thickness of 4 mm or more",Colombia,America Latina,kilograms,0,0
20211201,7308.30.50,"Iron or steel (o/than stainless), doors, windows and their frames, and thresholds for doors",Colombia,America Latina,kilograms,0,0
20211201,7308.90.60,"Iron or steel, columns, pillars, posts, beams and girders, nesoi",Colombia,America Latina,kilograms,0,0
20211201,7309.00.00,"Iron/steel, reservoirs, tanks, vats, siml. contain., for any material (o/than compress./liq.gas), w/capacity o/300 l, n/fit. w/mech/thermal",Colombia,America Latina,number,0,0
20211201,7310.10.00,"Iron/steel, tanks, casks, drums, cans, boxes & siml. cont. for any material (o/than compress./liq.gas), w/cap. of 50+ l but n/o 300 l",Colombia,America Latina,kilograms,0,0
20211201,7310.21.00,"Iron/steel, cans for any material (o/compressed/liq. gas), closed by soldering or crimping, w/cap. less than 50 l",Colombia,America Latina,number,0,0
20211201,7312.10.70,"Iron/steel (o/stainless), ropes, cables & cordage (o/than stranded wire), n/elect. insul., fitted with fittings or made up into articles",Colombia,America Latina,kilograms,0,0
20211201,7314.14.90,"Stainless steel woven cloth (other than endless band for machinery), neosi, w/meshes finer than 36 wires to the lineal cm in warp or filling",Colombia,America Latina,square meters,0,0
20211201,7314.39.00,"Iron/steel, grill, netting and fencing, of wire, welded at the intersection, not plated or coated with zinc",Colombia,America Latina,kilograms,"2,160","10,406"
20211201,7317.00.10,"Iron or steel, thumb tacks",Colombia,America Latina,kilograms,0,0
20211201,7317.00.20,"Iron or steel, nails, tacks, corrugated nails, staples & similar arts., not threaded, suitable for use in powder-actuated hand tools",Colombia,America Latina,kilograms,0,0
